X	Y	LS	lowCI	upCI	Xs	Ys	Len	Delay	P	PCC	Ppcc	SPCC	Pspcc	Dspcc	SCC	Pscc	SSCC	Psscc	Dsscc	Q	Qpcc	Qspcc	Qscc	Qsscc	Xi	Yi
OTU_1	OTU_2	0.739016	0.739016	0.739016	1	1	24	0	0.000000	0.793859	0.000004	0.793859	0.000004	0	0.883192	0.000000	0.883192	0.000000	0	0.000000	0.000261	0.000001	0.000012	0.000000	1	2
OTU_1	OTU_5	-0.335496	-0.335496	-0.335496	1	1	18	0	0.312000	-0.177516	0.406627	0.190898	0.382923	-1	-0.412638	0.045081	-0.412638	0.045081	0	0.489372	0.630283	0.003731	0.177449	0.000475	1	3
OTU_1	OTU_3	0.316840	0.316840	0.316840	6	5	16	1	0.322000	-0.222752	0.295460	-0.222752	0.295460	0	-0.051744	0.810236	0.348726	0.102926	1	0.494753	0.630283	0.003510	0.603688	0.000696	1	4
OTU_1	OTU_4	-0.566595	-0.566595	-0.566595	1	1	22	0	0.001000	-0.317241	0.130910	-0.317241	0.130910	0	-0.707883	0.000109	-0.707883	0.000109	0	0.038560	0.624724	0.002607	0.005450	0.000020	1	5
OTU_1	OTU_7	-0.310064	-0.310064	-0.310064	1	1	18	0	0.368000	-0.284285	0.178194	-0.284285	0.178194	0	-0.286156	0.175232	-0.310960	0.148672	-1	0.520928	0.630283	0.002954	0.323771	0.000840	1	6
OTU_1	OTU_10	0.218977	0.218977	0.218977	12	11	9	1	0.769000	-0.106066	0.621822	-0.306190	0.155333	-1	0.082530	0.701435	-0.139364	0.525951	-1	0.690882	0.630283	0.002788	0.571268	0.001761	1	7
OTU_1	OTU_6	-0.362474	-0.362474	-0.362474	7	8	15	-1	0.833000	-0.168376	0.431588	-0.168376	0.431588	0	0.046322	0.829822	0.288376	0.182061	1	0.707749	0.630283	0.003806	0.609446	0.000930	1	8
OTU_1	OTU_11	-0.327914	-0.327914	-0.327914	1	1	21	0	0.920000	-0.162993	0.446667	-0.162993	0.446667	0	-0.154931	0.469760	0.252587	0.244916	-1	0.734051	0.630283	0.003849	0.491707	0.001087	1	9
OTU_1	OTU_8	0.487528	0.487528	0.487528	1	1	21	0	0.018000	0.212294	0.319292	0.212294	0.319292	0	0.610814	0.001522	0.610814	0.001522	0	0.154377	0.630283	0.003583	0.030303	0.000097	1	10
OTU_1	OTU_14	0.501251	0.501251	0.501251	4	4	21	0	0.196000	-0.098955	0.645495	0.585648	0.003323	-1	0.471967	0.019884	0.471967	0.019884	0	0.405808	0.630283	0.000212	0.118960	0.000328	1	11
OTU_1	OTU_35	-0.378380	-0.378380	-0.378380	7	7	17	0	0.059000	-0.222540	0.295932	-0.233362	0.283882	-1	-0.467279	0.021320	-0.467279	0.021320	0	0.252558	0.630283	0.003474	0.123339	0.000341	1	12
OTU_1	OTU_13	-0.352423	-0.352423	-0.352423	2	3	22	-1	0.025000	-0.187045	0.381479	-0.200591	0.358760	-1	-0.282462	0.181115	-0.486895	0.018463	-1	0.179851	0.630283	0.003691	0.328411	0.000321	1	13
OTU_1	OTU_19	-0.304729	-0.304729	-0.304729	4	5	14	-1	0.122000	-0.252386	0.234122	-0.252386	0.234122	0	-0.386207	0.062309	-0.387729	0.067541	-1	0.333545	0.630283	0.003276	0.206767	0.000578	1	14
OTU_1	OTU_17	-0.578052	-0.578052	-0.578052	7	8	14	-1	0.139000	-0.112801	0.599731	0.319768	0.136908	-1	-0.205511	0.335355	-0.332504	0.121095	1	0.352993	0.630283	0.002643	0.426945	0.000752	1	15
OTU_1	OTU_15	0.801767	0.801767	0.801767	1	1	24	0	0.001000	0.572260	0.003477	0.572260	0.003477	0	0.722710	0.000066	0.722710	0.000066	0	0.038560	0.063132	0.000219	0.003873	0.000014	1	16
OTU_1	OTU_29	0.180562	0.180562	0.180562	3	2	18	1	0.630000	-0.228300	0.283280	-0.228300	0.283280	0	0.052283	0.808297	0.243652	0.262569	1	0.644850	0.630283	0.003473	0.603469	0.001122	1	17
OTU_1	OTU_16	0.616574	0.616574	0.616574	2	1	21	1	0.000000	0.627636	0.001026	0.627636	0.001026	0	0.756071	0.000019	0.787079	0.000008	1	0.000000	0.025118	0.000086	0.001836	0.000005	1	18
OTU_1	OTU_41	-0.587103	-0.587103	-0.587103	5	4	16	1	0.058000	-0.122345	0.569007	0.149430	0.496180	-1	-0.163743	0.444549	-0.322565	0.133315	1	0.251856	0.630283	0.003949	0.478623	0.000790	1	19
OTU_1	OTU_22	0.494736	0.494736	0.494736	5	6	18	-1	0.009000	0.269963	0.202031	0.694193	0.000238	-1	0.598145	0.002020	0.598145	0.002020	0	0.116927	0.630283	0.000029	0.036410	0.000113	1	20
OTU_1	OTU_21	0.171996	0.171996	0.171996	6	5	19	1	0.693000	-0.146753	0.493800	0.536143	0.008361	1	0.066076	0.759028	0.226088	0.299586	1	0.668615	0.630283	0.000434	0.588916	0.001208	1	21
OTU_1	OTU_4576	0.283837	0.283837	0.283837	5	4	18	1	0.529000	-0.033817	0.875349	0.311550	0.147863	-1	0.024578	0.909241	0.237708	0.274752	1	0.606369	0.656709	0.002737	0.629589	0.001153	1	22
OTU_1	OTU_12	0.228010	0.228010	0.228010	1	1	18	0	0.489000	0.154631	0.470633	0.474876	0.022036	1	0.320545	0.126727	0.320545	0.126727	0	0.586313	0.630283	0.000867	0.281765	0.000771	1	23
OTU_1	OTU_32	-0.251974	-0.251974	-0.251974	5	5	14	0	0.600000	-0.178265	0.404618	-0.178265	0.404618	0	-0.015629	0.942219	-0.120772	0.583061	1	0.634155	0.630283	0.003756	0.638896	0.001899	1	24
OTU_1	OTU_42	-0.318623	-0.318623	-0.318623	9	9	12	0	0.905000	-0.165485	0.439652	0.586088	0.003294	-1	-0.171266	0.423610	-0.171266	0.423610	0	0.728595	0.630283	0.000211	0.469312	0.001504	1	25
OTU_1	OTU_18	-0.399445	-0.399445	-0.399445	7	7	15	0	0.112000	-0.305904	0.146020	0.384971	0.069687	1	-0.369131	0.075877	-0.369131	0.075877	0	0.324034	0.630283	0.001856	0.225435	0.000603	1	26
OTU_1	OTU_26	0.397971	0.397971	0.397971	2	1	18	1	0.107000	0.157757	0.461596	0.230656	0.289663	1	0.358390	0.085492	0.370311	0.081972	1	0.319542	0.630283	0.003497	0.237194	0.000624	1	27
OTU_1	OTU_31	-0.239596	-0.239596	-0.239596	2	2	21	0	0.430000	-0.353315	0.090341	-0.353315	0.090341	0	-0.319436	0.128121	-0.319436	0.128121	0	0.555955	0.526933	0.002137	0.282763	0.000774	1	28
OTU_1	OTU_59	-0.764848	-0.764848	-0.764848	5	6	19	-1	0.011000	-0.231905	0.275538	-0.243552	0.262772	-1	-0.524889	0.008451	-0.689572	0.000273	-1	0.124460	0.630283	0.003390	0.078009	0.000037	1	29
OTU_1	OTU_63	-0.303324	-0.303324	-0.303324	1	2	18	-1	0.122000	-0.262730	0.214854	-0.262730	0.214854	0	-0.248284	0.242068	-0.360310	0.091240	1	0.333545	0.630283	0.003180	0.372139	0.000657	1	30
OTU_1	OTU_27	-0.336485	-0.336485	-0.336485	2	3	13	-1	0.309000	-0.172188	0.421079	-0.172188	0.421079	0	-0.206842	0.332166	-0.291636	0.176949	1	0.487363	0.630283	0.003799	0.425068	0.000915	1	31
OTU_1	OTU_34	0.458132	0.458132	0.458132	1	1	23	0	0.001000	0.115034	0.592478	0.576489	0.003985	-1	0.673108	0.000313	0.673108	0.000313	0	0.038560	0.630283	0.000244	0.011714	0.000041	1	32
OTU_1	OTU_28	0.453943	0.453943	0.453943	1	1	24	0	0.000000	0.355021	0.088688	0.377582	0.075690	1	0.814547	0.000001	0.814547	0.000001	0	0.000000	0.522967	0.001946	0.000333	0.000002	1	33
OTU_1	OTU_81	0.295003	0.295003	0.295003	2	1	19	1	0.062000	-0.013190	0.951222	0.578762	0.003811	-1	0.437727	0.032418	0.557323	0.005731	1	0.256956	0.675957	0.000236	0.149951	0.000190	1	34
OTU_1	OTU_73	-0.360865	-0.360865	-0.360865	7	6	15	1	0.303000	-0.302301	0.151072	-0.330991	0.122900	1	-0.274408	0.194414	-0.355138	0.096329	1	0.482956	0.630283	0.002520	0.337691	0.000674	1	35
OTU_1	OTU_1194	-0.609257	-0.609257	-0.609257	6	6	17	0	0.072000	-0.161748	0.450195	0.598231	0.002567	-1	-0.533343	0.007279	-0.533343	0.007279	0	0.273260	0.630283	0.000173	0.071930	0.000209	1	36
OTU_1	OTU_87	-0.469062	-0.469062	-0.469062	7	7	16	0	0.418000	-0.148727	0.487940	-0.148727	0.487940	0	-0.384354	0.063683	-0.384354	0.063683	0	0.549430	0.630283	0.003934	0.209115	0.000562	1	37
OTU_1	OTU_25	0.464045	0.464045	0.464045	1	1	22	0	0.000000	0.447127	0.028479	0.447127	0.028479	0	0.741466	0.000034	0.741466	0.000034	0	0.000000	0.275371	0.001041	0.002639	0.000010	1	38
OTU_1	OTU_23	0.915955	0.915955	0.915955	1	1	24	0	0.000000	0.519998	0.009198	0.519998	0.009198	0	0.792859	0.000004	0.792859	0.000004	0	0.000000	0.132727	0.000467	0.000645	0.000003	1	39
OTU_1	OTU_96	-0.419241	-0.419241	-0.419241	2	3	14	-1	0.055000	-0.268439	0.204688	-0.268439	0.204688	0	-0.158892	0.458340	-0.241985	0.265950	-1	0.245918	0.630283	0.003136	0.484789	0.001131	1	40
OTU_1	OTU_43	-0.346843	-0.346843	-0.346843	6	6	16	0	0.050000	-0.274883	0.193611	-0.274883	0.193611	0	-0.450659	0.027101	-0.450659	0.027101	0	0.236506	0.630283	0.003068	0.135124	0.000371	1	41
OTU_1	OTU_24	-0.579472	-0.579472	-0.579472	5	5	20	0	0.103000	-0.146915	0.493316	0.513154	0.012275	1	-0.347067	0.096589	-0.347067	0.096589	0	0.315213	0.630283	0.000568	0.247212	0.000674	1	42
OTU_1	OTU_67	-0.593771	-0.593771	-0.593771	6	7	16	-1	0.106000	-0.272608	0.197474	-0.279956	0.195733	-1	-0.388269	0.060806	-0.422786	0.044440	-1	0.319325	0.630283	0.003079	0.203982	0.000472	1	43
OTU_1	OTU_36	0.428098	0.428098	0.428098	2	1	22	1	0.172000	0.064483	0.764674	0.376338	0.076738	1	0.269700	0.202488	0.488287	0.018081	1	0.385242	0.634317	0.001961	0.344383	0.000318	1	44
OTU_1	OTU_121	0.220595	0.220595	0.220595	2	2	17	0	0.700000	-0.095774	0.656195	-0.095774	0.656195	0	0.252424	0.234049	0.252424	0.234049	0	0.670741	0.630283	0.004364	0.367342	0.001062	1	45
OTU_1	OTU_39	-0.342188	-0.342188	-0.342188	1	1	18	0	0.072000	-0.277670	0.188949	-0.277670	0.188949	0	-0.358922	0.084995	-0.358922	0.084995	0	0.273260	0.630283	0.003034	0.236637	0.000635	1	46
OTU_1	OTU_82	-0.190918	-0.190918	-0.190918	7	7	18	0	0.700000	-0.148738	0.487908	-0.168889	0.441090	-1	-0.228670	0.282480	-0.228670	0.282480	0	0.670741	0.630283	0.003834	0.396574	0.001171	1	47
OTU_1	OTU_30	0.533312	0.533312	0.533312	1	1	24	0	0.000000	0.496542	0.013583	0.496542	0.013583	0	0.827448	0.000001	0.827448	0.000001	0	0.000000	0.171429	0.000612	0.000209	0.000001	1	48
OTU_1	OTU_61	0.399943	0.399943	0.399943	5	5	19	0	0.077000	0.168258	0.431916	0.168258	0.431916	0	0.471810	0.019931	0.471810	0.019931	0	0.280106	0.630283	0.003806	0.118960	0.000329	1	49
OTU_1	OTU_52	-0.383496	-0.383496	-0.383496	1	2	21	-1	0.001000	-0.297034	0.158678	-0.303035	0.159854	-1	-0.533178	0.007300	-0.601861	0.002378	-1	0.038560	0.630283	0.002822	0.071974	0.000122	1	50
OTU_1	OTU_79	0.199017	0.199017	0.199017	6	7	14	-1	0.689000	-0.150625	0.482343	0.536242	0.008347	-1	0.108056	0.615261	0.201773	0.355875	1	0.667131	0.630283	0.000434	0.546945	0.001346	1	51
OTU_1	OTU_66	0.341458	0.341458	0.341458	1	1	21	0	0.006000	0.202916	0.341625	0.202916	0.341625	0	0.595662	0.002132	0.595662	0.002132	0	0.096722	0.630283	0.003643	0.037103	0.000115	1	52
OTU_1	OTU_84	0.261008	0.261008	0.261008	2	1	19	1	0.286000	0.099403	0.643991	-0.155011	0.480041	-1	0.402311	0.051301	0.402311	0.051301	0	0.477327	0.630283	0.003921	0.189668	0.000506	1	53
OTU_1	OTU_46	-0.238517	-0.238517	-0.238517	1	2	22	-1	0.398000	-0.260185	0.219491	-0.375556	0.077402	-1	-0.270573	0.200974	-0.361740	0.089869	-1	0.539017	0.630283	0.001969	0.343266	0.000652	1	54
OTU_1	OTU_74	0.267766	0.267766	0.267766	1	1	24	0	0.132000	0.006154	0.977231	0.306283	0.155202	-1	0.515026	0.010013	0.515026	0.010013	0	0.343728	0.682535	0.002786	0.084615	0.000242	1	55
OTU_1	OTU_44	-0.314985	-0.314985	-0.314985	1	2	14	-1	0.095000	-0.089508	0.677465	-0.283032	0.190660	-1	-0.175024	0.413352	-0.408500	0.052961	-1	0.306493	0.630283	0.003048	0.464752	0.000515	1	56
OTU_1	OTU_101	-0.633432	-0.633432	-0.633432	5	6	17	-1	0.032000	-0.117698	0.583877	-0.121978	0.579277	-1	-0.459145	0.024010	-0.469594	0.023772	-1	0.195736	0.630283	0.004136	0.128636	0.000351	1	57
OTU_1	OTU_75	-0.174063	-0.174063	-0.174063	8	9	14	-1	0.672000	-0.179701	0.400782	-0.192915	0.377821	-1	-0.145742	0.496811	-0.255187	0.239928	-1	0.661029	0.630283	0.003722	0.503525	0.001075	1	58
OTU_1	OTU_55	-0.345144	-0.345144	-0.345144	1	2	17	-1	0.019000	-0.241469	0.255654	-0.279296	0.196834	-1	-0.157091	0.463514	-0.425797	0.042789	-1	0.158443	0.630283	0.003086	0.488492	0.000466	1	59
OTU_1	OTU_51	-0.419259	-0.419259	-0.419259	6	7	18	-1	0.062000	-0.283633	0.179236	-0.351948	0.099570	-1	-0.375442	0.070624	-0.393790	0.063003	-1	0.256956	0.630283	0.002239	0.217973	0.000559	1	60
OTU_1	OTU_100	-0.221574	-0.221574	-0.221574	3	4	12	-1	0.833000	-0.211982	0.320019	-0.376764	0.076378	-1	-0.075717	0.725107	-0.145551	0.507554	-1	0.707749	0.630283	0.001959	0.578213	0.001716	1	61
OTU_1	OTU_83	0.943247	0.943247	0.943247	1	1	24	0	0.000000	0.876808	0.000000	0.876808	0.000000	0	0.806511	0.000002	0.806511	0.000002	0	0.000000	0.000003	0.000000	0.000389	0.000002	1	62
OTU_1	OTU_90	0.494480	0.494480	0.494480	1	1	22	0	0.026000	0.515870	0.009870	0.515870	0.009870	0	0.508585	0.011156	0.508585	0.011156	0	0.183216	0.138812	0.000493	0.090981	0.000258	1	63
OTU_1	OTU_525	-0.214616	-0.214616	-0.214616	1	1	21	0	0.354000	-0.195127	0.360864	-0.195127	0.360864	0	-0.334695	0.109903	-0.334695	0.109903	0	0.514250	0.630283	0.003691	0.263858	0.000719	1	64
OTU_1	OTU_40	-0.389463	-0.389463	-0.389463	1	1	14	0	0.051000	-0.161405	0.451167	-0.161405	0.451167	0	-0.438708	0.031988	-0.438708	0.031988	0	0.237967	0.630283	0.003858	0.149158	0.000403	1	65
OTU_1	OTU_53	0.426284	0.426284	0.426284	1	1	21	0	0.000000	0.675483	0.000292	0.675483	0.000292	0	0.681946	0.000242	0.681946	0.000242	0	0.000000	0.009451	0.000034	0.009606	0.000035	1	66
OTU_1	OTU_64	0.593898	0.593898	0.593898	1	1	24	0	0.000000	0.097903	0.649025	0.188242	0.389702	-1	0.869121	0.000000	0.869121	0.000000	0	0.000000	0.630283	0.003735	0.000030	0.000000	1	67
OTU_1	OTU_509	0.593657	0.593657	0.593657	5	5	20	0	0.000000	0.359774	0.084204	0.359774	0.084204	0	0.573910	0.003363	0.573910	0.003363	0	0.000000	0.511690	0.002068	0.047562	0.000144	1	68
OTU_1	OTU_77	-0.313508	-0.313508	-0.313508	1	1	22	0	0.026000	-0.327207	0.118589	-0.337840	0.114880	-1	-0.529840	0.007747	-0.529840	0.007747	0	0.183216	0.597665	0.002421	0.074115	0.000218	1	69
OTU_1	OTU_47	0.498574	0.498574	0.498574	2	1	23	1	0.252000	0.071442	0.740092	0.662272	0.000576	1	0.356557	0.087220	0.424771	0.043346	1	0.448538	0.631630	0.000057	0.238397	0.000469	1	70
OTU_1	OTU_57	0.355495	0.355495	0.355495	1	1	6	0	0.857000	0.008265	0.969425	-0.140813	0.521614	1	0.322673	0.124084	0.322673	0.124084	0	0.714414	0.681243	0.004010	0.278394	0.000763	1	71
OTU_1	OTU_1013	-0.175623	-0.175623	-0.175623	1	1	22	0	0.679000	-0.306526	0.145161	-0.322812	0.133001	-1	-0.271507	0.199363	-0.271507	0.199363	0	0.663715	0.630283	0.002613	0.342204	0.000976	1	72
OTU_1	OTU_48	0.363639	0.363639	0.363639	2	3	6	-1	0.829000	-0.116344	0.588243	-0.116344	0.588243	0	0.250848	0.237079	0.250848	0.237079	0	0.706717	0.630283	0.004165	0.369395	0.001070	1	73
OTU_1	OTU_56	0.412986	0.412986	0.412986	2	1	19	1	0.001000	0.068698	0.749757	0.443166	0.034181	1	0.491351	0.014755	0.675282	0.000407	1	0.038560	0.632222	0.001184	0.103752	0.000046	1	74
OTU_1	OTU_60	0.612988	0.612988	0.612988	1	1	24	0	0.062000	0.084480	0.694706	0.336961	0.115887	1	0.547626	0.005607	0.547626	0.005607	0	0.256956	0.630283	0.002431	0.064514	0.000189	1	75
OTU_1	OTU_80	0.417473	0.417473	0.417473	1	1	24	0	0.592000	-0.124348	0.562649	-0.224888	0.302226	-1	0.431186	0.035406	0.486396	0.018601	1	0.631292	0.630283	0.003531	0.156863	0.000322	1	76
OTU_1	OTU_69	0.907478	0.907478	0.907478	1	1	24	0	0.000000	0.510412	0.010821	0.510412	0.010821	0	0.852158	0.000000	0.852158	0.000000	0	0.000000	0.147018	0.000524	0.000066	0.000000	1	77
OTU_1	OTU_141	-0.211379	-0.211379	-0.211379	1	2	19	-1	0.657000	-0.120749	0.574095	-0.120749	0.574095	0	-0.043559	0.839841	-0.195701	0.370836	-1	0.655097	0.630283	0.004131	0.611217	0.001380	1	78
OTU_1	OTU_70	-0.367961	-0.367961	-0.367961	6	6	19	0	0.153000	-0.189701	0.374631	0.491705	0.017172	1	-0.286409	0.174834	-0.286409	0.174834	0	0.367627	0.630283	0.000727	0.323644	0.000909	1	79
OTU_1	OTU_68	0.224779	0.224779	0.224779	2	1	19	1	0.456000	-0.000781	0.997112	0.110063	0.617125	1	0.385121	0.063112	0.385121	0.063112	0	0.568232	0.687483	0.004231	0.208060	0.000559	1	80
OTU_1	OTU_65	-0.890650	-0.890650	-0.890650	5	5	19	0	0.002000	-0.174523	0.414712	-0.174523	0.414712	0	-0.661091	0.000436	-0.661091	0.000436	0	0.055086	0.630283	0.003787	0.014097	0.000048	1	81
OTU_1	OTU_72	0.246011	0.246011	0.246011	2	2	20	0	0.239000	0.098077	0.648442	-0.122272	0.578356	-1	0.468386	0.020974	0.468386	0.020974	0	0.438850	0.630283	0.004136	0.122446	0.000338	1	82
OTU_1	OTU_5293	-0.409840	-0.409840	-0.409840	2	1	21	1	0.015000	-0.384069	0.063897	-0.384069	0.063897	0	-0.431872	0.035083	-0.585550	0.003330	1	0.141765	0.454400	0.001763	0.155924	0.000144	1	83
OTU_1	OTU_62	0.472131	0.472131	0.472131	1	1	24	0	0.007000	0.165379	0.439949	0.560571	0.005397	1	0.700228	0.000139	0.700228	0.000139	0	0.104136	0.630283	0.000311	0.006424	0.000024	1	84
OTU_1	OTU_149	-0.272991	-0.272991	-0.272991	17	17	7	0	0.943000	-0.171596	0.422703	-0.176413	0.420699	-1	-0.170178	0.426603	-0.189909	0.385440	-1	0.740632	0.630283	0.003799	0.470889	0.001414	1	85
OTU_1	OTU_112	0.313605	0.313605	0.313605	5	4	20	1	0.034000	-0.077088	0.720323	-0.239667	0.270698	-1	0.300844	0.153151	0.507802	0.013373	1	0.200588	0.630283	0.003421	0.308077	0.000281	1	86
OTU_1	OTU_85	0.314871	0.314871	0.314871	2	1	23	1	0.060000	-0.189463	0.375243	-0.220873	0.311167	-1	0.138355	0.519105	0.601381	0.002403	1	0.253462	0.630283	0.003557	0.513119	0.000122	1	87
OTU_1	OTU_134	0.354345	0.354345	0.354345	2	2	23	0	0.034000	0.103017	0.631927	0.291094	0.177792	-1	0.563823	0.004112	0.563823	0.004112	0	0.200588	0.630283	0.002951	0.053636	0.000161	1	88
OTU_1	OTU_93	0.226031	0.226031	0.226031	1	1	21	0	0.555000	-0.053031	0.805604	0.116946	0.595137	-1	0.416127	0.043118	0.416127	0.043118	0	0.615390	0.643733	0.004172	0.172967	0.000468	1	89
OTU_1	OTU_78	-0.158596	-0.158596	-0.158596	3	2	5	1	0.811000	-0.154760	0.470258	-0.158326	0.470583	-1	-0.076031	0.724011	-0.076031	0.724011	0	0.702682	0.630283	0.003900	0.577559	0.002279	1	90
OTU_1	OTU_106	-0.433094	-0.433094	-0.433094	8	9	14	-1	0.549000	-0.153697	0.473350	-0.166796	0.446855	-1	-0.071459	0.740031	-0.222745	0.306977	-1	0.612825	0.630283	0.003849	0.582874	0.001226	1	91
OTU_1	OTU_190	-0.334598	-0.334598	-0.334598	8	8	16	0	0.768000	-0.121881	0.570483	-0.124415	0.571664	-1	-0.238358	0.262016	-0.238358	0.262016	0	0.690627	0.630283	0.004122	0.383472	0.001121	1	92
OTU_1	OTU_1542	0.242333	0.242333	0.242333	9	8	14	1	0.325000	-0.202801	0.341905	0.467163	0.024607	1	-0.042811	0.842555	0.340716	0.111628	1	0.496042	0.630283	0.000942	0.611809	0.000724	1	93
OTU_1	OTU_71	0.569957	0.569957	0.569957	11	10	14	1	0.157000	-0.159033	0.457933	-0.196692	0.368371	-1	0.064007	0.766363	0.391407	0.064759	1	0.372962	0.630283	0.003705	0.590483	0.000566	1	94
OTU_1	OTU_252	-0.613331	-0.613331	-0.613331	1	1	22	0	0.106000	-0.194068	0.363528	-0.198760	0.363256	-1	-0.449823	0.027422	-0.449823	0.027422	0	0.319325	0.630283	0.003694	0.135872	0.000372	1	95
OTU_1	OTU_95	-0.530475	-0.530475	-0.530475	5	5	19	0	0.181000	-0.174796	0.413970	-0.174796	0.413970	0	-0.373366	0.072320	-0.373366	0.072320	0	0.392805	0.630283	0.003787	0.220265	0.000592	1	96
OTU_1	OTU_174	0.514711	0.514711	0.514711	1	1	23	0	0.000000	0.169347	0.428899	0.169347	0.428899	0	0.739293	0.000037	0.739293	0.000037	0	0.000000	0.630283	0.003802	0.002717	0.000011	1	97
OTU_1	OTU_58	0.634765	0.634765	0.634765	2	1	23	1	0.098000	0.014079	0.947940	0.306835	0.154420	1	0.515388	0.009952	0.630268	0.001266	1	0.309744	0.674923	0.002781	0.084437	0.000087	1	98
OTU_1	OTU_94	0.765152	0.765152	0.765152	1	1	24	0	0.007000	0.384352	0.063685	0.426258	0.042541	1	0.669816	0.000343	0.669816	0.000343	0	0.104136	0.454400	0.001372	0.012641	0.000043	1	99
OTU_1	Temp	-0.672801	-0.672801	-0.672801	1	2	20	-1	0.000000	-0.154021	0.472405	-0.341433	0.110828	-1	-0.478728	0.017952	-0.750892	0.000037	-1	0.000000	0.630283	0.002386	0.113309	0.000011	1	100
OTU_1	SECCHI	-0.355191	-0.355191	-0.355191	1	2	20	-1	0.155000	-0.075124	0.727180	-0.076757	0.727765	-1	-0.299017	0.155785	-0.429080	0.041044	-1	0.369486	0.630412	0.004634	0.309506	0.000459	1	101
OTU_1	SAL_CTD	-0.244801	-0.244801	-0.244801	10	9	15	1	0.577000	-0.116468	0.587842	-0.329079	0.125210	-1	-0.039578	0.854317	-0.121873	0.579606	1	0.624975	0.630283	0.002546	0.614128	0.001890	1	102
OTU_1	CHL_total	0.393475	0.393475	0.393475	1	2	22	-1	0.084000	0.179733	0.400697	-0.226307	0.299106	1	0.336849	0.107493	0.532055	0.008969	-1	0.290445	0.630283	0.003518	0.261419	0.000229	1	103
OTU_1	PO4	0.471108	0.471108	0.471108	5	6	10	-1	0.027000	0.114393	0.594556	0.457624	0.028115	-1	0.279405	0.186088	0.301655	0.161860	-1	0.186447	0.630283	0.001035	0.331841	0.000876	1	104
OTU_1	NH4	0.317497	0.317497	0.317497	3	4	20	-1	0.238000	-0.085836	0.690040	0.291581	0.177034	-1	0.121607	0.571356	0.346722	0.105054	-1	0.438850	0.630283	0.002944	0.529150	0.000704	1	105
OTU_1	NO2	0.368107	0.368107	0.368107	1	2	22	-1	0.096000	-0.095486	0.657168	-0.095486	0.657168	0	0.319664	0.127833	0.544062	0.007281	-1	0.307660	0.630283	0.004367	0.282728	0.000209	1	106
OTU_1	NO3	0.626999	0.626999	0.626999	1	2	23	-1	0.002000	0.121513	0.571655	0.771007	0.000017	-1	0.627674	0.001025	0.745725	0.000044	-1	0.055086	0.630283	0.000003	0.023533	0.000012	1	107
OTU_1	SI	0.527480	0.527480	0.527480	2	3	19	-1	0.005000	-0.044944	0.834815	0.659001	0.000627	-1	0.177004	0.408004	0.525313	0.010052	-1	0.088930	0.650982	0.000060	0.462639	0.000243	1	108
OTU_1	BACTERIA	-0.547636	-0.547636	-0.547636	1	2	23	-1	0.000000	-0.080635	0.707993	-0.460658	0.026959	1	-0.346560	0.097110	-0.624494	0.001446	-1	0.000000	0.630283	0.001003	0.247940	0.000094	1	109
OTU_1	SYNECHOS	-0.619918	-0.619918	-0.619918	1	2	20	-1	0.000000	-0.132795	0.536193	-0.271345	0.210419	-1	-0.373367	0.072319	-0.688958	0.000277	-1	0.000000	0.630283	0.003160	0.220265	0.000038	1	110
OTU_1	Cryptomonas	-0.259439	-0.259439	-0.259439	8	7	17	1	0.612000	0.011848	0.956182	-0.268176	0.216006	1	0.025011	0.907647	-0.065903	0.765125	1	0.636839	0.677634	0.003185	0.629524	0.002396	1	111
OTU_1	Micromonas	0.446560	0.446560	0.446560	1	2	20	-1	0.029000	0.449695	0.027472	0.450999	0.030778	-1	0.354523	0.089167	0.519460	0.011076	-1	0.189147	0.269844	0.001097	0.240158	0.000257	1	112
OTU_1	PNF_tot	0.415060	0.415060	0.415060	1	2	20	-1	0.073000	0.341837	0.102062	0.453711	0.029665	-1	0.255867	0.227514	0.409684	0.052210	-1	0.274462	0.557878	0.001070	0.363027	0.000512	1	113
OTU_1	HNF_tot	-0.538399	-0.538399	-0.538399	5	6	19	-1	0.003000	-0.309188	0.141522	-0.333687	0.119696	-1	-0.566501	0.003901	-0.594092	0.002798	-1	0.066330	0.630283	0.002481	0.052177	0.000134	1	114
OTU_2	OTU_5	-0.357526	-0.357526	-0.357526	1	1	21	0	0.292000	-0.172829	0.419326	-0.173168	0.429428	1	-0.466086	0.021699	-0.466086	0.021699	0	0.480519	0.630283	0.003802	0.123949	0.000342	2	3
OTU_2	OTU_3	-0.272796	-0.272796	-0.272796	7	7	18	0	0.648000	-0.160428	0.453949	-0.160428	0.453949	0	-0.182770	0.392650	-0.182770	0.392650	0	0.651514	0.630283	0.003858	0.454807	0.001430	2	4
OTU_2	OTU_4	-0.568534	-0.568534	-0.568534	1	1	24	0	0.003000	-0.314506	0.134448	-0.314506	0.134448	0	-0.676487	0.000284	-0.676487	0.000284	0	0.066330	0.630283	0.002616	0.010843	0.000038	2	5
OTU_2	OTU_7	-0.340623	-0.340623	-0.340623	1	1	14	0	0.326000	-0.284037	0.178590	-0.284037	0.178590	0	-0.279820	0.185407	-0.344084	0.107906	-1	0.496625	0.630283	0.002957	0.331199	0.000711	2	6
