	BL040126	BL040419	BL040719	BL041019	BL050120	BL050413	BL050705	BL051004
OTU_00069	3.41220731471977	2.38745408718979	-2.29799622960999	0.150620371758523	5.09808993937702	-2.95236730267047	-3.94463171349151	-1.85337646727313
OTU_00070	6.03837311732046	-1.22741647667815	-1.40603084592394	-1.74887801798725	4.41843155564583	-2.06040191898442	-3.05266632980545	-0.961411083587076
OTU_00071	0.930846196934912	-0.683706816165959	1.14166926386108	1.05089423922215	-0.269731018389885	2.39325089731062	-6.04195440785776	1.47873164508484
OTU_00072	4.09160220447199	2.71577914321939	-2.59316829050682	-2.93601546257014	4.05951388992048	-3.2475393635673	-4.23980377438834	2.14963165342075
OTU_00073	3.90729388496967	3.63492178448931	-2.71180321017868	3.42912234663307	1.73226161922781	-3.36617428323916	-4.3584386940602	-2.26718344784182
OTU_00074	-0.481509933224909	-1.48594467489281	-1.6645590441386	0.781897869426407	2.67446203777643	-2.31893011719908	-3.31119452802012	5.80577839027268
OTU_00075	1.74158862074851	1.94003955947235	-2.02264413751834	-2.36549130958166	1.63893446668842	-2.67701521057882	-3.66927962139986	5.41386763216941
OTU_00076	0.254146523445686	-0.750288218222217	-0.928902587468006	-1.27174975953132	0.292711036496811	-1.58327366052849	-2.57553807134952	6.56289473715706
OTU_00077	4.95412278902798	-1.24942553492854	-1.42803990417433	-1.77088707623765	5.63473623344066	-2.08241097723481	-3.07467538805585	-0.983420141837468
OTU_00078	5.92733756203935	-1.17321873259001	-1.3518331018358	-1.69468027389912	4.20428064639811	-2.00620417489628	-2.99846858571732	-0.907213339498939
OTU_00079	3.76635561587123	-1.97387045032724	-2.15248481957303	4.4293929949598	4.24444791239346	-2.80685589263351	-3.79912030345454	-1.70786505723617
OTU_00080	5.54439298522562	1.42905814711168	-1.71351079495598	-2.0563579670193	3.79333680911107	-2.36788186801646	-3.3601462788375	-1.26889103261912
OTU_00081	0.688721737218935	0.256939320793397	-0.0997356231453352	-4.04509842591219	-2.48063762988406	3.18653179184284	0.00847796149489755	2.48480086759151
OTU_00082	5.6188915442867	-1.30397647477264	-1.48259084401843	-1.82543801608175	-0.260977220053613	-2.13696191707891	-3.12922632789995	4.52027925561859
OTU_00083	4.89945393084154	3.3272488609696	-2.0075321392996	-2.35037931136292	4.0101918713553	-2.66190321236008	-3.65416762318112	-1.56291237696274
OTU_00084	2.7164711273421	1.66005919316436	3.59886030754057	-3.52949487643524	1.55561652979676	1.57379884887996	-4.83328318825344	-2.74202794203507
OTU_00085	-1.12794715012058	1.11806759138507	0.853054318746	-0.410107356970266	-1.41562922257236	0.0273604822240721	-0.42237744956208	1.37757878687015
OTU_00086	4.80809877283311	1.74141476330683	-1.83681455833588	-2.17966173039919	4.83379322220789	-2.49118563139636	-3.48345004221739	-1.39219479599902
OTU_00087	3.37556950102964	2.46700081524939	-3.146308499115	-3.48915567117831	2.93218515805918	0.777520195141755	-4.79294398299651	1.87613248380986
OTU_00088	4.27304930681843	2.06890428663764	-1.8541835336938	-2.19703070575711	5.12819804168137	-2.50855460675428	-3.50081901757531	-1.40956377135694
OTU_00089	3.90090962415883	2.18302505401504	-2.57005894348845	-2.91290611555177	3.60503749773701	-3.22443001654893	-4.21669442736997	3.23511732704825
OTU_00090	2.29015715812263	-2.45750605036048	3.8218398209908	2.25914692138007	3.85111020329091	-3.29049149266675	-4.28275590348778	-2.19150065726941
OTU_00091	-0.461341090403199	-1.4657758320711	-1.64439020131689	4.11945336491936	-0.422776577352074	-2.29876127437737	-3.29102568519841	5.46461729579969
OTU_00092	0.37073154535878	-0.633703196309122	-0.812317565554911	-1.15516473761823	6.52379344539335	-1.46668863861539	-2.45895304943643	-0.367697803218051
OTU_00093	0.137322828560637	-0.867111913107265	-1.04572628235306	-1.38857345441637	0.175887341611762	6.28166976595506	-2.69236176623457	-0.601106520016194
OTU_00094	2.21166211716091	0.212981932125533	-3.20515894435747	2.75648274617959	2.8092654457575	2.82710031339354	-4.85179442823899	-2.76053918202061
OTU_00095	0.280107467590158	-0.724327274077743	-0.902941643323533	-1.24578881538685	0.318671980641284	-1.55731271638401	-2.54957712720505	6.38116812814575
OTU_00096	3.78710953094519	1.3334554246613	-2.89477452688045	1.58988495360897	3.1455201600501	-3.54914559994093	-4.54141001076197	1.12936006831778
OTU_00098	4.19021384418861	-2.0640418082347	-2.24265617748049	2.57570406965655	-1.02104255351567	4.24915070189132	-3.889291661362	-1.79803641514362
OTU_00099	4.2926337297877	1.46252116340974	-2.22826800331815	0.769373982849791	4.24492993183049	-2.88263907637863	-3.87490348719966	-1.78364824098129
OTU_00100	2.79243717666094	0.828827450506222	-3.24854951936319	2.26306127391523	2.59343593066833	2.4699024478835	-4.89518500324471	-2.80392975702633
OTU_00101	1.00770463375882	1.02370497510526	0.298296932327098	0.194756253386258	-2.63876484234459	-4.51474953936989	2.16123268002305	2.46781890711398
OTU_00102	-0.842517693719846	-1.84695243538775	4.9798791237201	2.88314608493021	2.75953212896303	-2.67993787769402	-3.67220228851505	-1.58094704229668
OTU_00103	5.77120619740808	-1.20733624926142	-1.38595061850721	-1.72879779057052	-0.16433699454239	2.68913241403253	-3.03258610238872	-0.941330856170346
OTU_00104	4.86252719883158	-0.317381936666158	-2.16066931306552	-2.50351648512883	1.76205960501368	-2.81504038612599	2.8880708678699	-1.71604955072865
OTU_00105	2.08216898747984	-1.17592755054165	-3.30963751694088	2.21269104891365	3.15644917548842	1.63498003600027	-4.95627300082239	0.355548820422742
OTU_00106	-2.14325388242156	2.34229448898551	2.20198694325045	2.14605839059122	2.4392561968283	-3.98067406639573	-4.97293847721677	1.96727040637858
OTU_00107	2.62971714918704	2.81570075558751	-3.1822281159474	-3.52507528801071	0.994800151451959	-3.83659918900788	2.80520197148929	1.29848256525018
OTU_00108	2.17330285617488	2.93269942227602	-0.412408492735089	-3.20686026235319	3.67890116579186	1.76440721296992	-4.51064857417139	-2.41939332795301
OTU_00109	-0.494241642738831	-1.49867638440673	5.14777808986439	4.18907612253158	-0.455677129687706	-2.331661826713	-3.32392623753404	-1.23267099131566
OTU_00110	4.72550108887591	-1.16933585502654	-1.34795022427233	-1.69079739633564	5.38281985418072	-2.00232129733281	-2.99458570815384	-0.903330461935467
OTU_00111	-0.363109871154969	4.2420011214392	-1.54615898206866	-1.88900615413198	-0.324545358103843	-2.20053005512914	-3.19279446595018	5.27414376509957
OTU_00112	-0.544642904533746	-1.54907764620165	-1.72769201544744	-2.07053918751075	1.92164412676837	-2.38206308850792	5.33359430020678	1.01877641522635
OTU_00113	3.37758823720544	5.66889501516178	-1.34481048494393	-1.68765765700725	-0.123196860979112	-1.99918155800441	-2.99144596882545	-0.900190722607069
OTU_00114	0.305861698355854	-0.698573043312048	6.19211729186464	-1.22003458462115	-0.0914223300086399	-1.53155848561832	-2.52382289643935	-0.432567650220977
OTU_00115	3.54304565580151	-1.82828449865395	-2.00689886789974	3.92080816136033	4.24841294769623	-2.66126994096022	-3.65353435178126	-1.56227910556288
OTU_00116	3.71402450253806	1.60535332254329	2.28998981343532	3.58693907421936	-1.76612629853409	-3.17896894625942	-4.17123335708045	-2.07997811086208
OTU_00117	4.27285036759197	2.95331922263176	-1.88816119558268	-2.231008367646	4.41387035435814	-2.54253226864316	-3.5347966794642	-1.44354143324582
OTU_00118	-1.84266717073648	3.01395076678474	2.40277716918446	0.246374586368498	2.85054465698332	-3.68008735471065	-4.67235176553169	1.68145911165782
OTU_00119	-1.35247459077163	-2.35690933243953	1.40775418851438	3.87030393120111	2.66342836721721	-3.1898947747458	-4.18215918556684	3.1399513965911
OTU_00120	4.95384043615189	-1.1512431419592	-1.32985751120499	-1.6727046832683	5.0459242285007	-1.98422858426547	-2.9764929950865	-0.885237748868127
OTU_00121	-0.865119751386192	-0.813826456998642	-3.86396334809547	0.284785831669468	0.723040762600624	2.22592270197212	0.122266902171693	2.18689335806639
OTU_00122	3.51573469189159	2.74477048897484	-2.46381246223688	-2.8066596343002	2.94333702795313	-3.11818353529736	-4.1104479461184	3.29526136913326
OTU_00123	-0.184834586454057	-1.18926932812196	5.60503270966895	2.36929976773433	-0.640190676118885	-2.02225477042823	-3.01451918124926	-0.923263935030887
OTU_00124	5.29074255641836	-1.1321937794919	-1.31080814873769	-1.65365532080101	4.59472593343046	-1.96517922179817	-2.95744363261921	-0.866188386400833
OTU_00125	2.35886957250413	1.25084544965367	1.1303992965778	-0.864701096668281	0.866433750743339	1.71818596147992	-5.40117582318135	-1.05885711110924
OTU_00126	0.56212262412441	2.26687071636283	-1.79558684068943	-2.13843401275275	1.89712369085675	-2.44995791374991	-3.44222232457095	5.10008406041905
OTU_00127	2.95756139954452	-0.216317059392949	0.314311191669221	2.71220646446759	3.8125996975067	-3.22902937279046	-4.22129378361149	-2.13003853739312
OTU_00128	0.388708225862868	-0.615726515805034	-0.794340885050823	-1.13718805711414	-0.117553119188339	-1.4487119581113	-2.44097636893234	6.16578867833911
OTU_00129	4.83944914038902	-1.13367770533192	-1.31229207457771	-1.65513924664102	5.05492290449987	-1.96666314763818	-2.95892755845922	-0.867672312240844
OTU_00130	0.393948269385676	-0.610486472282226	-0.789100841528016	-1.13194801359133	-0.133204307972678	-1.4434719145885	-2.43573632540953	6.14999960598661
OTU_00131	-1.16308129742075	2.08780383466329	3.93822521653994	0.190683849777414	-1.69573057332833	-3.00050148139492	-3.99276589221596	3.63536634337931
OTU_00132	0.863703025174881	-2.23012969492549	-2.40874406417128	2.53517632852843	3.81861330420862	3.44088495107205	-4.0553795480528	-1.96412430183442
OTU_00133	3.47400551409015	-2.25479311942176	1.89846915333173	2.35800148271017	3.68092622989747	-3.08777856172803	-4.08004297254906	-1.98878772633069
OTU_00134	0.399816647089143	-0.604618094578759	-0.783232463824549	-1.12607963588787	-0.150730497606519	-1.43760353688503	-2.42986794770607	6.13231552939964
OTU_00135	4.60535862417291	-1.11077484957294	-1.28938921881873	-1.63223639088205	5.15159628616215	-1.94376029187921	-2.93602470270025	-0.844769456481871
OTU_00136	3.0343084583337	2.75592877854423	-2.3882990541186	-2.73114622618192	2.83311841723536	-3.04267012717908	-4.03493453800012	3.57369429136642
OTU_00137	4.40891219426319	2.3917645038671	-2.153831914951	-2.49667908701432	1.98066557804068	-2.80820298801148	-3.80046739883252	2.47783911263834
OTU_00138	5.17604344755348	-1.09664652139994	-1.27526089064573	-1.61810806270904	4.49614149374355	-1.92963196370621	-2.92189637452724	-0.830641128308866
OTU_00139	4.52617516011412	1.99769169312702	2.09613176594028	-2.4618422108092	-1.54539250308334	-2.77336611180637	-3.7656305226274	1.92623272914488
OTU_00140	0.360762386475555	-0.643672355192347	6.02664019225401	-1.16513389650145	-0.255349359116219	-1.47665779749862	-2.46892220831965	-0.377666962101276
OTU_00141	5.33019470505821	-1.06919321986619	-1.24780758911198	-1.5906547611753	4.17727042703636	-1.90217866217246	-2.8944430729935	-0.803187826775123
OTU_00142	1.34333186547459	-1.47555557433975	5.03876872013468	3.01401340314941	-1.10166178905719	-2.30854101664602	-3.30080542746705	-1.20955018124867
OTU_00143	0.284500604615564	-0.719934137052338	-0.898548506298128	-1.24139567836144	-0.353402212813634	5.92789266405089	-2.54518399017964	-0.453928743961267
OTU_00144	3.91164695950547	-1.51426792717901	-1.6928822964248	1.49806509053939	4.73247185743847	-2.34725336948528	-3.33951778030631	-1.24826253408794
OTU_00145	3.77581551079906	3.7333763275239	-2.1695062830056	0.189522645460222	2.83569744284434	-2.82387735606608	-3.81614176688711	-1.72488652066874
OTU_00146	0.291327803122381	-0.713106938545521	-0.891721307791311	-1.23456847985463	-0.373765363891593	5.90729262408794	-2.53835679167283	-0.447101545454449
OTU_00147	-0.183492418966553	-1.18792716063446	-1.36654152988025	-1.70938870194356	4.80638771509419	-2.02091260294072	-3.01317701376176	4.67505171303311
OTU_00149	-0.914788397992978	-1.91922313966088	-2.09783750890667	3.20470347669991	2.93603667036162	4.18879963885699	-3.74447299278819	-1.65321774656981
OTU_00150	4.50660646361626	-1.62754009426689	-1.80615446351268	3.79411632021318	2.40782195909329	-2.46052553657316	-3.45278994739419	-1.36153470117582
OTU_00151	4.71098751020388	-1.59250824110892	-1.77112261035471	2.56116517176224	3.26123279516676	-2.42549368341519	-3.41775809423622	-1.32650284801785
OTU_00152	5.1838907994733	-1.06586957330212	-1.24448394254791	-1.58733111461123	4.30363245323683	-1.89885501560839	-2.89111942642943	-0.79986418021105
OTU_00153	1.98239127931614	-2.66784839624205	2.82483476123855	0.972906770544041	2.7646662397721	-3.50083383854832	-4.49309824936936	2.11698143328891
OTU_00154	1.30131901909713	2.84888152781314	-2.85132578530599	2.07450890733061	2.69591218303171	-3.50569685836647	-4.4979612691875	1.93436227558737
OTU_00155	4.30452487103257	-1.06502548892644	-1.24363985817223	-1.58648703023554	5.17793387542346	-1.89801093123271	-2.89027534205374	-0.799020095835366
OTU_00156	2.33217785719889	-0.0526453340321289	1.58496345536867	4.54679417724698	-0.389117570653342	-2.70963300323512	-3.70189741405616	-1.61064216783778
OTU_00157	5.16533792440446	1.16925661596942	-1.45229128185247	-1.79513845391579	3.12609583555693	-2.10666235491295	-3.09892676573399	-1.00767151951561
OTU_00158	-0.440430647850533	3.87632259043433	-1.62347975876422	-1.96632693082754	-1.16474594061395	-2.2778508318247	4.77537151587398	-1.17885999642736
OTU_00159	3.81695478386595	-1.61763678560701	2.82447491363425	-2.13909832691612	4.36044567418648	-2.45062222791328	-3.44288663873432	-1.35163139251594
OTU_00160	4.38580453329304	-1.65276313617709	-1.83137750542288	2.79930819010135	3.64954722907937	-2.48574857848336	-3.4780129893044	-1.38675774308602
OTU_00161	-1.32036496363662	2.06155572321926	2.20465656685993	3.34065638759966	3.08012530421383	-3.15778514761079	-4.15004955843183	-2.05879431221345
OTU_00162	3.69376316554872	-1.71287861864437	-1.89149298789015	3.8133083161985	3.6281658830629	-2.54586406095063	-3.53812847177167	-1.44687322555329
OTU_00164	4.71143939361554	-1.06570916072827	-1.24432352997406	-1.58717070203738	4.7751213836515	-1.89869460303454	-2.89095901385558	-0.799703767637202
OTU_00165	5.54529677994015	-0.885925892310828	-1.06454026155662	-1.40738743361994	2.86256438682223	-1.7189113346171	-2.71117574543813	-0.619920499219757
OTU_00166	4.91094477284674	-1.05993317745055	-1.23854754669634	-1.58139471875966	4.54096010475398	-1.89291861975682	-2.88518303057786	-0.793927784359482
OTU_00167	-0.678563812984669	-1.68299855465257	4.42420853448957	3.58796051028895	-1.48011227403265	0.754747166232737	-3.50824840777988	-1.4169931615615
OTU_00168	4.07193119108946	1.87074621253714	-2.21253842318806	-2.55538559525138	2.73574365002375	1.71659553270988	-3.85917390706958	-1.7679186608512
OTU_00169	3.14696571454442	-2.12556908629167	1.30868622968147	3.40231240635326	3.03654189693005	-2.95855452859794	-3.95081893941898	-1.8595636932006
OTU_00170	1.18213628958494	2.89838820630485	-2.88285947733234	-3.22570664939566	2.10205678950967	-3.53723055039282	2.35658665464455	1.10662873707679
OTU_00171	3.15288719506033	3.74067385996245	2.03456983531289	-2.57158954454002	-1.8705785163125	-2.88311344553718	-3.87537785635822	2.27252847241224
OTU_00172	5.12169110843569	-1.24309964595625	-1.42171401520204	1.20047967695314	2.4641717159807	-2.07608508826252	-3.06834949908355	-0.977094252865176
OTU_00173	-0.10405751347212	3.7835539335912	-1.28710662438581	-1.62995379644913	-0.963408568573322	-1.94147769744629	-2.93374210826733	5.0761923750028
OTU_00175	3.54211333797062	-2.05462671307612	1.0439614614326	3.23673168841944	2.78793026682431	-2.88761215538239	-3.87987656620342	-1.78862131998505
OTU_00176	0.226148473439782	-0.77828626822812	-0.95690063747391	-1.29974780953723	-0.672962846230014	-1.61127171053439	5.60530167370093	-0.512280875137049
OTU_00177	5.96189120723154	-0.424815124694374	-0.603429493940164	-0.946276666003481	-0.3206946461679	-1.25780056700064	-2.25006497782168	-0.158809731603303
OTU_00178	2.78124027964917	-0.858320195223383	-1.03693456446917	-1.37978173653249	5.46098670458853	-1.69130563752965	-2.68357004835069	-0.592314802132312
OTU_00179	3.6092556246911	-0.960465722997475	-1.13908009224326	-1.48192726430658	5.24584452619115	-1.79345116530374	-2.78571557612478	-0.694460329906404
OTU_00180	-0.0461437047148285	3.3890304647501	-1.22919281562852	-1.57203998769184	-0.954333251454151	-1.883563888689	-2.87582829951004	5.17207148293827
OTU_00182	4.82305063600163	-1.02429492168934	-1.20290929093513	-1.54575646299844	4.4150247070318	-1.85728036399561	-2.84954477481664	-0.758289528598267
OTU_00183	5.3648658632999	-0.892224048712154	-1.07083841795794	-1.41368559002126	3.08078424187042	-1.72520949101842	-2.71747390183946	-0.626218655621083
OTU_00184	0.237625056239467	-0.766809685428435	-0.945424054674225	-1.28827122673754	-0.70712044141522	-1.5997951277347	5.57059977208802	-0.500804292337364
OTU_00185	4.84609884116555	-1.01911634578233	-1.19773071502812	-1.54057788709144	4.36090504642584	-1.8521017880886	-2.84436619890964	-0.75311095269126
OTU_00186	0.443665531019079	-0.560769210648822	5.77638506565811	-1.08223075195793	-0.502513099781468	-1.39375465295509	-2.38601906377613	-0.294763817557751
OTU_00187	2.72486092319109	4.1871411912889	-1.66506869857831	-2.00791587064162	-1.44008048298941	-2.31943977163879	-3.31170418245982	3.83220689182795
OTU_00188	2.15135973887205	-2.4750190961351	0.350866589675245	1.39541165707308	3.42987520346984	-3.30800453844137	0.664524148530286	-2.20901370304403
OTU_00189	-0.741734547338749	2.56717400215641	-1.92478365825244	-2.26763083031576	2.11350679223036	-2.57915473131292	4.31278686874868	-1.48016389591558
OTU_00190	-1.55019755130097	2.48140489533461	0.318081869674072	-3.07609383427798	0.0303997972222914	-3.38761773527514	2.90584590490178	2.27817665372134
